00:22,1358,18000,161,5,392,450,538,-9.5
00:25:20,1520,17990,131,8.1,369,378,569,-11.5
00:28:02,1682,18020,222,2,608,668,634,-4.8
00:30:00,1800,17990,200,2.9,508,548,665,-6.8
00:31:30,1890,18000,182,3.6,453,488,688,-8.2
00:35:15,2115,18010,114,10.7,431,480,729,-12.8
