00:19:17,1157,5010,249,1.7,798,813,360,12.50
00:21:37,1297,5020,221,2.4,673,682,412,10.50
00:23:46,1426,5020,192,3.6,561,579,447,8.80
00:26:04,1564,5030,163,5.4,463,484,478,7.20
00:29:47,1787,5020,130,8.7,443,467,532,6.00
00:32:00,1920,5110,118,10.6,474,499,570,5.20
